humEns,mouseEns,hgnc_symbol
ENSG00000163393,ENSMUSG00000033147,SLC22A15
ENSG00000163412,ENSMUSG00000093661,EIF4E3
ENSG00000163421,ENSMUSG00000030069,PROK2
ENSG00000163430,ENSMUSG00000022816,FSTL1
ENSG00000163462,ENSMUSG00000042766,TRIM46
ENSG00000163464,ENSMUSG00000048480,CXCR1
ENSG00000163508,ENSMUSG00000032446,EOMES
ENSG00000163512,ENSMUSG00000039285,AZI2
ENSG00000163520,ENSMUSG00000064080,FBLN2
ENSG00000163534,ENSMUSG00000059994,FCRL1
ENSG00000163554,ENSMUSG00000026532,SPTA1
ENSG00000163558,ENSMUSG00000037643,PRKCI
ENSG00000163568,ENSMUSG00000037860,AIM2
ENSG00000163596,ENSMUSG00000026018,ICA1L
ENSG00000163605,ENSMUSG00000052144,PPP4R2
ENSG00000163606,ENSMUSG00000022667,CD200R1
ENSG00000163624,ENSMUSG00000029330,CDS1
ENSG00000163625,ENSMUSG00000043940,WDFY3
ENSG00000163634,ENSMUSG00000053453,THOC7
ENSG00000163635,ENSMUSG00000021738,ATXN7
ENSG00000163644,ENSMUSG00000037826,PPM1K
ENSG00000163661,ENSMUSG00000027832,PTX3
ENSG00000163666,ENSMUSG00000040726,HESX1
ENSG00000163683,ENSMUSG00000037822,SMIM14
ENSG00000163686,ENSMUSG00000025277,ABHD6
ENSG00000163687,ENSMUSG00000025279,DNASE1L3
ENSG00000163694,ENSMUSG00000070780,RBM47
ENSG00000163710,ENSMUSG00000015354,PCOLCE2
ENSG00000163734,ENSMUSG00000058427,CXCL3
ENSG00000163737,ENSMUSG00000029373,PF4
ENSG00000163754,ENSMUSG00000019528,GYG1
ENSG00000163803,ENSMUSG00000029134,PLB1
ENSG00000163814,ENSMUSG00000035498,CDCP1
ENSG00000163817,ENSMUSG00000036814,SLC6A20
ENSG00000163823,ENSMUSG00000025804,CCR1
ENSG00000163840,ENSMUSG00000049502,DTX3L
ENSG00000163848,ENSMUSG00000022811,ZNF148
ENSG00000163898,ENSMUSG00000044626,LIPH
ENSG00000163904,ENSMUSG00000022855,SENP2
ENSG00000163932,ENSMUSG00000021948,PRKCD
ENSG00000163959,ENSMUSG00000035699,SLC51A
ENSG00000164008,ENSMUSG00000078584,C1orf50
ENSG00000164023,ENSMUSG00000050931,SGMS2
ENSG00000164039,ENSMUSG00000028167,BDH2
ENSG00000164045,ENSMUSG00000032477,CDC25A
ENSG00000164047,ENSMUSG00000038357,CAMP
ENSG00000164054,ENSMUSG00000025647,SHISA5
ENSG00000164056,ENSMUSG00000037211,SPRY1
ENSG00000164066,ENSMUSG00000060798,INTU
ENSG00000164081,ENSMUSG00000040813,TEX264
ENSG00000164105,ENSMUSG00000031609,SAP30
ENSG00000164111,ENSMUSG00000027712,ANXA5
ENSG00000164124,ENSMUSG00000027956,TMEM144
ENSG00000164136,ENSMUSG00000031712,IL15
ENSG00000164144,ENSMUSG00000074513,ARFIP1
ENSG00000164181,ENSMUSG00000021696,ELOVL7
ENSG00000164182,ENSMUSG00000068184,NDUFAF2
ENSG00000164221,ENSMUSG00000071855,CCDC112
ENSG00000164236,ENSMUSG00000022237,ANKRD33B
ENSG00000164237,ENSMUSG00000022235,CMBL
ENSG00000164251,ENSMUSG00000021678,F2RL1
ENSG00000164265,ENSMUSG00000038791,SCGB3A2
ENSG00000164327,ENSMUSG00000050310,RICTOR
ENSG00000164330,ENSMUSG00000057098,EBF1
ENSG00000164332,ENSMUSG00000041231,UBLCP1
ENSG00000164440,ENSMUSG00000039891,TXLNB
ENSG00000164463,ENSMUSG00000048249,CREBRF
ENSG00000164483,ENSMUSG00000051354,SAMD3
ENSG00000164509,ENSMUSG00000050377,IL31RA
ENSG00000164576,ENSMUSG00000020519,SAP30L
ENSG00000164591,ENSMUSG00000049173,MYOZ3
ENSG00000164609,ENSMUSG00000020409,SLU7
ENSG00000164626,ENSMUSG00000023243,KCNK5
ENSG00000164649,ENSMUSG00000021175,CDCA7L
ENSG00000164684,ENSMUSG00000040209,ZNF704
ENSG00000164695,ENSMUSG00000027536,CHMP4C
ENSG00000164713,ENSMUSG00000047843,BRI3
ENSG00000164715,ENSMUSG00000038970,LMTK2
ENSG00000164733,ENSMUSG00000021939,CTSB
ENSG00000164741,ENSMUSG00000031523,DLC1
ENSG00000164746,ENSMUSG00000040978,C7orf57
ENSG00000164850,ENSMUSG00000053647,GPER1
ENSG00000164949,ENSMUSG00000028214,GEM
ENSG00000165006,ENSMUSG00000028437,UBAP1
ENSG00000165029,ENSMUSG00000015243,ABCA1
ENSG00000165030,ENSMUSG00000056749,NFIL3
ENSG00000165060,ENSMUSG00000059363,FXN
ENSG00000165091,ENSMUSG00000024749,TMC1
ENSG00000165092,ENSMUSG00000053279,ALDH1A1
ENSG00000165168,ENSMUSG00000015340,CYBB
ENSG00000165209,ENSMUSG00000026915,STRBP
ENSG00000165238,ENSMUSG00000037989,WNK2
ENSG00000165240,ENSMUSG00000033792,ATP7A
ENSG00000165272,ENSMUSG00000028435,AQP3
ENSG00000165288,ENSMUSG00000063663,BRWD3
ENSG00000165338,ENSMUSG00000041180,HECTD2
ENSG00000165389,ENSMUSG00000044408,SPTSSA
ENSG00000165457,ENSMUSG00000032725,FOLR2
ENSG00000165476,ENSMUSG00000019873,REEP3
ENSG00000165555,ENSMUSG00000072919,NOXRED1
ENSG00000165626,ENSMUSG00000048186,BEND7
ENSG00000165644,ENSMUSG00000021773,COMTD1
ENSG00000165661,ENSMUSG00000036327,QSOX2
ENSG00000165682,ENSMUSG00000030159,CLEC1B
ENSG00000165724,ENSMUSG00000026974,ZMYND19
ENSG00000165795,ENSMUSG00000004558,NDRG2
ENSG00000165802,ENSMUSG00000006476,NSMF
ENSG00000165804,ENSMUSG00000049295,ZNF219
ENSG00000165806,ENSMUSG00000025076,CASP7
ENSG00000165810,ENSMUSG00000040283,BTNL9
ENSG00000165821,ENSMUSG00000049532,SALL2
ENSG00000165832,ENSMUSG00000025086,TRUB1
ENSG00000165868,ENSMUSG00000025092,HSPA12A
ENSG00000165879,ENSMUSG00000067199,FRAT1
ENSG00000165914,ENSMUSG00000033530,TTC7B
ENSG00000165915,ENSMUSG00000002105,SLC39A13
ENSG00000165929,ENSMUSG00000021187,TC2N
ENSG00000165995,ENSMUSG00000057914,CACNB2
ENSG00000165997,ENSMUSG00000017418,ARL5B
ENSG00000166086,ENSMUSG00000031990,JAM3
ENSG00000166126,ENSMUSG00000021278,AMN
ENSG00000166128,ENSMUSG00000036943,RAB8B
ENSG00000166130,ENSMUSG00000019975,IKBIP
ENSG00000166133,ENSMUSG00000027324,RPUSD2
ENSG00000166165,ENSMUSG00000001270,CKB
ENSG00000166166,ENSMUSG00000060950,TRMT61A
ENSG00000166171,ENSMUSG00000041035,DPCD
ENSG00000166192,ENSMUSG00000051705,SENP8
ENSG00000166257,ENSMUSG00000049281,SCN3B
ENSG00000166260,ENSMUSG00000020544,COX11
ENSG00000166261,ENSMUSG00000025602,ZNF202
ENSG00000166278,ENSMUSG00000024371,C2
ENSG00000166289,ENSMUSG00000074170,PLEKHF1
ENSG00000166313,ENSMUSG00000037032,APBB1
ENSG00000166341,ENSMUSG00000036862,DCHS1
ENSG00000166342,ENSMUSG00000050321,NETO1
ENSG00000166394,ENSMUSG00000048065,CYB5R2
ENSG00000166402,ENSMUSG00000031028,TUB
ENSG00000166405,ENSMUSG00000048330,RIC3
ENSG00000166428,ENSMUSG00000052160,PLD4
ENSG00000166508,ENSMUSG00000029730,MCM7
ENSG00000166523,ENSMUSG00000030142,CLEC4E
ENSG00000166527,ENSMUSG00000030144,CLEC4D
ENSG00000166529,ENSMUSG00000037017,ZSCAN21
ENSG00000166579,ENSMUSG00000018736,NDEL1
ENSG00000166582,ENSMUSG00000018509,CENPV
ENSG00000166710,ENSMUSG00000060802,B2M
ENSG00000166743,ENSMUSG00000033533,ACSM1
ENSG00000166793,ENSMUSG00000034059,YPEL4
ENSG00000166801,ENSMUSG00000024691,FAM111A
ENSG00000166886,ENSMUSG00000025402,NAB2
ENSG00000166889,ENSMUSG00000046139,PATL1
ENSG00000166897,ENSMUSG00000043460,ELFN2
ENSG00000166900,ENSMUSG00000041488,STX3
ENSG00000166920,ENSMUSG00000033213,C15orf48
ENSG00000166949,ENSMUSG00000032402,SMAD3
ENSG00000166963,ENSMUSG00000027254,MAP1A
ENSG00000166979,ENSMUSG00000039903,EVA1C
ENSG00000166997,ENSMUSG00000036968,CNPY4
ENSG00000167037,ENSMUSG00000042216,SGSM1
ENSG00000167074,ENSMUSG00000022389,TEF
ENSG00000167094,ENSMUSG00000039021,TTC16
ENSG00000167100,ENSMUSG00000047181,SAMD14
ENSG00000167106,ENSMUSG00000039157,FAM102A
ENSG00000167112,ENSMUSG00000039826,TRUB2
ENSG00000167113,ENSMUSG00000026798,COQ4
ENSG00000167130,ENSMUSG00000026856,DOLPP1
ENSG00000167136,ENSMUSG00000015337,ENDOG
ENSG00000167193,ENSMUSG00000017776,CRK
ENSG00000167202,ENSMUSG00000037410,TBC1D2B
ENSG00000167207,ENSMUSG00000055994,NOD2
ENSG00000167208,ENSMUSG00000031662,SNX20
ENSG00000167232,ENSMUSG00000054648,ZNF91
ENSG00000167272,ENSMUSG00000060152,POP5
ENSG00000167286,ENSMUSG00000032094,CD3D
ENSG00000167414,ENSMUSG00000063594,GNG8
ENSG00000167434,ENSMUSG00000000805,CA4
ENSG00000167508,ENSMUSG00000006517,MVD
ENSG00000167536,ENSMUSG00000020834,DHRS13
ENSG00000167543,ENSMUSG00000044328,TP53I13
ENSG00000167549,ENSMUSG00000020836,CORO6
ENSG00000167600,ENSMUSG00000040703,CYP2S1
ENSG00000167601,ENSMUSG00000002602,AXL
ENSG00000167615,ENSMUSG00000035545,LENG8
ENSG00000167676,ENSMUSG00000002831,PLIN4
ENSG00000167700,ENSMUSG00000019080,MFSD3
ENSG00000167705,ENSMUSG00000038195,RILP
ENSG00000167716,ENSMUSG00000045374,WDR81
ENSG00000167768,ENSMUSG00000046834,KRT1
ENSG00000167775,ENSMUSG00000002308,CD320
ENSG00000167780,ENSMUSG00000023045,SOAT2
ENSG00000167792,ENSMUSG00000037916,NDUFV1
ENSG00000167797,ENSMUSG00000024856,CDK2AP2
ENSG00000167851,ENSMUSG00000034652,CD300A
ENSG00000167874,ENSMUSG00000045377,TMEM88
ENSG00000167895,ENSMUSG00000050106,TMC8
ENSG00000167969,ENSMUSG00000024132,ECI1
ENSG00000167984,ENSMUSG00000049871,NLRC3
ENSG00000167994,ENSMUSG00000024663,RAB3IL1
ENSG00000167995,ENSMUSG00000037418,BEST1
ENSG00000167996,ENSMUSG00000024661,FTH1
ENSG00000168016,ENSMUSG00000062296,TRANK1
ENSG00000168028,ENSMUSG00000032518,RPSA
ENSG00000168056,ENSMUSG00000024940,LTBP3
ENSG00000168060,ENSMUSG00000054999,NAALADL1
ENSG00000168062,ENSMUSG00000039699,BATF2
ENSG00000168081,ENSMUSG00000045731,PNOC
ENSG00000168096,ENSMUSG00000022515,ANKS3
ENSG00000168172,ENSMUSG00000037234,HOOK3
ENSG00000168229,ENSMUSG00000071489,PTGDR
ENSG00000168280,ENSMUSG00000026764,KIF5C
ENSG00000168288,ENSMUSG00000026766,MMADHC
ENSG00000168300,ENSMUSG00000051285,PCMTD1
ENSG00000168310,ENSMUSG00000031627,IRF2
ENSG00000168386,ENSMUSG00000043336,FILIP1L
ENSG00000168389,ENSMUSG00000028655,MFSD2A
ENSG00000168393,ENSMUSG00000026281,DTYMK
ENSG00000168394,ENSMUSG00000037321,TAP1
ENSG00000168404,ENSMUSG00000012519,MLKL
ENSG00000168421,ENSMUSG00000029204,RHOH
ENSG00000168438,ENSMUSG00000038446,CDC40
ENSG00000168461,ENSMUSG00000056515,RAB31
ENSG00000168610,ENSMUSG00000004040,STAT3
ENSG00000168615,ENSMUSG00000031555,ADAM9
ENSG00000168646,ENSMUSG00000000142,AXIN2
ENSG00000168679,ENSMUSG00000027896,SLC16A4
ENSG00000168685,ENSMUSG00000003882,IL7R
ENSG00000168758,ENSMUSG00000026121,SEMA4C
ENSG00000168763,ENSMUSG00000001138,CNNM3
ENSG00000168769,ENSMUSG00000040943,TET2
ENSG00000168779,ENSMUSG00000027833,SHOX2
ENSG00000168795,ENSMUSG00000049657,ZBTB5
ENSG00000168824,ENSMUSG00000029126,NSG1
ENSG00000168899,ENSMUSG00000073002,VAMP5
ENSG00000168913,ENSMUSG00000028445,ENHO
ENSG00000168936,ENSMUSG00000019295,TMEM129
ENSG00000169031,ENSMUSG00000079465,COL4A3
ENSG00000169047,ENSMUSG00000055980,IRS1
ENSG00000169105,ENSMUSG00000074916,CHST14
ENSG00000169116,ENSMUSG00000034981,PARM1
ENSG00000169122,ENSMUSG00000049119,FAM110B
ENSG00000169136,ENSMUSG00000038539,ATF5
ENSG00000169228,ENSMUSG00000034789,RAB24
ENSG00000169230,ENSMUSG00000021486,PRELID1
ENSG00000169239,ENSMUSG00000031373,CA5B
ENSG00000169242,ENSMUSG00000027954,EFNA1
ENSG00000169245,ENSMUSG00000034855,CXCL10
ENSG00000169247,ENSMUSG00000045629,SH3TC2
ENSG00000169255,ENSMUSG00000043300,B3GALNT1
ENSG00000169313,ENSMUSG00000036353,P2RY12
ENSG00000169379,ENSMUSG00000022911,ARL13B
ENSG00000169398,ENSMUSG00000022607,PTK2
ENSG00000169439,ENSMUSG00000022261,SDC2
ENSG00000169504,ENSMUSG00000037242,CLIC4
ENSG00000169508,ENSMUSG00000051212,GPR183
ENSG00000169583,ENSMUSG00000015093,CLIC3
ENSG00000169679,ENSMUSG00000027379,BUB1
ENSG00000169683,ENSMUSG00000025145,LRRC45
ENSG00000169696,ENSMUSG00000025142,ASPSCR1
ENSG00000169704,ENSMUSG00000030054,GP9
ENSG00000169710,ENSMUSG00000025153,FASN
ENSG00000169718,ENSMUSG00000025155,DUS1L
ENSG00000169727,ENSMUSG00000025156,GPS1
ENSG00000169738,ENSMUSG00000039450,DCXR
ENSG00000169756,ENSMUSG00000019920,LIMS1
ENSG00000169764,ENSMUSG00000001891,UGP2
ENSG00000169826,ENSMUSG00000042042,CSGALNACT2
ENSG00000169855,ENSMUSG00000022883,ROBO1
ENSG00000169871,ENSMUSG00000043279,TRIM56
ENSG00000169884,ENSMUSG00000022996,WNT10B
ENSG00000169891,ENSMUSG00000040855,REPS2
ENSG00000169896,ENSMUSG00000030786,ITGAM
ENSG00000169902,ENSMUSG00000034118,TPST1
ENSG00000169905,ENSMUSG00000050565,TOR1AIP2
ENSG00000169962,ENSMUSG00000029072,TAS1R3
ENSG00000169991,ENSMUSG00000041025,IFFO2
ENSG00000169992,ENSMUSG00000051790,NLGN2
ENSG00000170004,ENSMUSG00000018474,CHD3
ENSG00000170006,ENSMUSG00000056498,TMEM154
ENSG00000170128,ENSMUSG00000052759,GPR25
ENSG00000170264,ENSMUSG00000049811,FAM161A
ENSG00000170296,ENSMUSG00000018567,GABARAP
ENSG00000170340,ENSMUSG00000051650,B3GNT2
ENSG00000170385,ENSMUSG00000037434,SLC30A1
ENSG00000170430,ENSMUSG00000054612,MGMT
ENSG00000170439,ENSMUSG00000025347,METTL7B
ENSG00000170448,ENSMUSG00000072889,NFXL1
ENSG00000170456,ENSMUSG00000030313,DENND5B
ENSG00000170458,ENSMUSG00000051439,CD14
ENSG00000170509,ENSMUSG00000034528,HSD17B13
ENSG00000170522,ENSMUSG00000041220,ELOVL6
ENSG00000170525,ENSMUSG00000026773,PFKFB3
ENSG00000170558,ENSMUSG00000024304,CDH2
ENSG00000170581,ENSMUSG00000040033,STAT2
ENSG00000170584,ENSMUSG00000020328,NUDCD2
ENSG00000170604,ENSMUSG00000044030,IRF2BP1
ENSG00000170624,ENSMUSG00000020354,SGCD
ENSG00000170632,ENSMUSG00000038525,ARMC10
ENSG00000170684,ENSMUSG00000011267,ZNF296
ENSG00000170759,ENSMUSG00000006740,KIF5B
ENSG00000170779,ENSMUSG00000047832,CDCA4
ENSG00000170801,ENSMUSG00000029096,HTRA3
ENSG00000170802,ENSMUSG00000034998,FOXN2
ENSG00000170832,ENSMUSG00000000804,USP32
ENSG00000170837,ENSMUSG00000072875,GPR27
ENSG00000170873,ENSMUSG00000022353,MTSS1
ENSG00000170909,ENSMUSG00000054594,OSCAR
ENSG00000170962,ENSMUSG00000032006,PDGFD
ENSG00000170989,ENSMUSG00000045092,S1PR1
ENSG00000171033,ENSMUSG00000027499,PKIA
ENSG00000171044,ENSMUSG00000035067,XKR6
ENSG00000171049,ENSMUSG00000052270,FPR2
ENSG00000171051,ENSMUSG00000045551,FPR1
ENSG00000171056,ENSMUSG00000063060,SOX7
ENSG00000171067,ENSMUSG00000035372,C11orf24
ENSG00000171130,ENSMUSG00000039347,ATP6V0E2
ENSG00000171155,ENSMUSG00000048970,C1GALT1C1
ENSG00000171208,ENSMUSG00000036902,NETO2
ENSG00000171219,ENSMUSG00000024769,CDC42BPG
ENSG00000171223,ENSMUSG00000052837,JUNB
ENSG00000171236,ENSMUSG00000037095,LRG1
ENSG00000171365,ENSMUSG00000004317,CLCN5
ENSG00000171368,ENSMUSG00000021573,TPPP
ENSG00000171408,ENSMUSG00000019990,PDE7B
ENSG00000171428,ENSMUSG00000051147,NAT1
ENSG00000171476,ENSMUSG00000059325,HOPX
ENSG00000171552,ENSMUSG00000007659,BCL2L1
ENSG00000171596,ENSMUSG00000026237,NMUR1
ENSG00000171603,ENSMUSG00000039953,CLSTN1
ENSG00000171604,ENSMUSG00000046668,CXXC5
ENSG00000171611,ENSMUSG00000036858,PTCRA
ENSG00000171631,ENSMUSG00000048779,P2RY6
ENSG00000171649,ENSMUSG00000030393,ZIK1
ENSG00000171659,ENSMUSG00000040229,GPR34
ENSG00000171680,ENSMUSG00000039713,PLEKHG5
ENSG00000171729,ENSMUSG00000040616,TMEM51
ENSG00000171747,ENSMUSG00000053964,LGALS4
ENSG00000171786,ENSMUSG00000051251,NHLH1
ENSG00000171794,ENSMUSG00000047751,UTF1
ENSG00000171798,ENSMUSG00000066129,KNDC1
ENSG00000171858,ENSMUSG00000039001,RPS21
ENSG00000171860,ENSMUSG00000040552,C3AR1
ENSG00000171862,ENSMUSG00000013663,PTEN
ENSG00000171914,ENSMUSG00000052698,TLN2
ENSG00000171928,ENSMUSG00000014177,TVP23B
ENSG00000171960,ENSMUSG00000060288,PPIH
ENSG00000171988,ENSMUSG00000037876,JMJD1C
ENSG00000171992,ENSMUSG00000043079,SYNPO
ENSG00000172007,ENSMUSG00000027739,RAB33B
ENSG00000172009,ENSMUSG00000004929,THOP1
ENSG00000172116,ENSMUSG00000053044,CD8B
ENSG00000172167,ENSMUSG00000022369,MTBP
ENSG00000172215,ENSMUSG00000048521,CXCR6
ENSG00000172216,ENSMUSG00000056501,CEBPB
ENSG00000172243,ENSMUSG00000079293,CLEC7A
ENSG00000172264,ENSMUSG00000068205,MACROD2
ENSG00000172292,ENSMUSG00000027035,CERS6
ENSG00000172322,ENSMUSG00000053063,CLEC12A
ENSG00000172331,ENSMUSG00000038871,BPGM
ENSG00000172403,ENSMUSG00000050315,SYNPO2
ENSG00000172426,ENSMUSG00000023966,RSPH9
ENSG00000172456,ENSMUSG00000028573,FGGY
ENSG00000172493,ENSMUSG00000029313,AFF1
ENSG00000172508,ENSMUSG00000075289,CARNS1
ENSG00000172543,ENSMUSG00000024910,CTSW
ENSG00000172572,ENSMUSG00000041741,PDE3A
ENSG00000172578,ENSMUSG00000043008,KLHL6
ENSG00000172594,ENSMUSG00000019872,SMPDL3A
ENSG00000172663,ENSMUSG00000024845,TMEM134
ENSG00000172673,ENSMUSG00000049109,THEMIS
ENSG00000172771,ENSMUSG00000030321,EFCAB12
ENSG00000172795,ENSMUSG00000024472,DCP2
ENSG00000172817,ENSMUSG00000039519,CYP7B1
ENSG00000172878,ENSMUSG00000041921,METAP1D
ENSG00000172889,ENSMUSG00000026921,EGFL7
ENSG00000172915,ENSMUSG00000027799,NBEA
ENSG00000172936,ENSMUSG00000032508,MYD88
ENSG00000172992,ENSMUSG00000020935,DCAKD
ENSG00000173040,ENSMUSG00000050248,EVC2
ENSG00000173083,ENSMUSG00000035273,HPSE
ENSG00000173114,ENSMUSG00000036295,LRRN3
ENSG00000173193,ENSMUSG00000034422,PARP14
ENSG00000173208,ENSMUSG00000055782,ABCD2
ENSG00000173210,ENSMUSG00000032735,ABLIM3
ENSG00000173212,ENSMUSG00000044313,MAB21L3
ENSG00000173221,ENSMUSG00000021591,GLRX
ENSG00000173272,ENSMUSG00000022671,MZT2A
ENSG00000173281,ENSMUSG00000046794,PPP1R3B
ENSG00000173334,ENSMUSG00000032501,TRIB1
ENSG00000173338,ENSMUSG00000024936,KCNK7
ENSG00000173369,ENSMUSG00000036905,C1QB
ENSG00000173372,ENSMUSG00000036887,C1QA
ENSG00000173391,ENSMUSG00000030162,OLR1
ENSG00000173456,ENSMUSG00000053128,RNF26
ENSG00000173457,ENSMUSG00000056612,PPP1R14B
ENSG00000173511,ENSMUSG00000024962,VEGFB
ENSG00000173540,ENSMUSG00000070284,GMPPB
ENSG00000173559,ENSMUSG00000026107,NABP1
ENSG00000173578,ENSMUSG00000060509,XCR1
ENSG00000173581,ENSMUSG00000035228,CCDC106
ENSG00000173585,ENSMUSG00000029530,CCR9
ENSG00000173597,ENSMUSG00000029269,SULT1B1
ENSG00000173611,ENSMUSG00000035236,SCAI
ENSG00000173614,ENSMUSG00000028992,NMNAT1
ENSG00000173715,ENSMUSG00000071691,C11orf80
ENSG00000173744,ENSMUSG00000026159,AGFG1
ENSG00000173757,ENSMUSG00000020919,STAT5B
ENSG00000173762,ENSMUSG00000025163,CD7
ENSG00000173821,ENSMUSG00000070327,RNF213
ENSG00000173825,ENSMUSG00000044390,TIGD3
ENSG00000173852,ENSMUSG00000043067,DPY19L1
ENSG00000173890,ENSMUSG00000037661,GPR160
ENSG00000173917,ENSMUSG00000075588,HOXB2
ENSG00000174007,ENSMUSG00000035790,CEP19
ENSG00000174099,ENSMUSG00000051236,MSRB3
ENSG00000174125,ENSMUSG00000044827,TLR1
ENSG00000174130,ENSMUSG00000051498,TLR6
ENSG00000174175,ENSMUSG00000026580,SELP
ENSG00000174238,ENSMUSG00000017781,PITPNA
ENSG00000174276,ENSMUSG00000075227,ZNHIT2
ENSG00000174282,ENSMUSG00000018750,ZBTB4
ENSG00000174292,ENSMUSG00000001583,TNK1
ENSG00000174326,ENSMUSG00000040938,SLC16A11
ENSG00000174332,ENSMUSG00000034762,GLIS1
ENSG00000174348,ENSMUSG00000028600,PODN
ENSG00000174500,ENSMUSG00000022659,GCSAM
ENSG00000174607,ENSMUSG00000032854,UGT8
ENSG00000174669,ENSMUSG00000024891,SLC29A2
ENSG00000174695,ENSMUSG00000012422,TMEM167A
ENSG00000174705,ENSMUSG00000040711,SH3PXD2B
ENSG00000174720,ENSMUSG00000027968,LARP7
ENSG00000174721,ENSMUSG00000047632,FGFBP3
ENSG00000174738,ENSMUSG00000021775,NR1D2
ENSG00000174775,ENSMUSG00000025499,HRAS
ENSG00000174799,ENSMUSG00000036403,CEP135
ENSG00000174807,ENSMUSG00000056481,CD248
ENSG00000174851,ENSMUSG00000024875,YIF1A
ENSG00000174885,ENSMUSG00000038745,NLRP6
ENSG00000174944,ENSMUSG00000036381,P2RY14
ENSG00000174996,ENSMUSG00000024862,KLC2
ENSG00000175003,ENSMUSG00000023829,SLC22A1
ENSG00000175048,ENSMUSG00000034265,ZDHHC14
ENSG00000175073,ENSMUSG00000045210,VCPIP1
ENSG00000175084,ENSMUSG00000026208,DES
ENSG00000175105,ENSMUSG00000047141,ZNF654
ENSG00000175130,ENSMUSG00000047945,MARCKSL1
ENSG00000175267,ENSMUSG00000030889,VWA3A
ENSG00000175283,ENSMUSG00000075419,DOLK
ENSG00000175322,ENSMUSG00000042063,ZNF519
ENSG00000175354,ENSMUSG00000024539,PTPN2
ENSG00000175356,ENSMUSG00000007279,SCUBE2
ENSG00000175463,ENSMUSG00000040247,TBC1D10C
ENSG00000175471,ENSMUSG00000021596,MCTP1
ENSG00000175505,ENSMUSG00000040663,CLCF1
ENSG00000175536,ENSMUSG00000030725,LIPT2
ENSG00000175538,ENSMUSG00000035165,KCNE3
ENSG00000175556,ENSMUSG00000016239,LONRF3
ENSG00000175592,ENSMUSG00000024912,FOSL1
ENSG00000175643,ENSMUSG00000037991,RMI2
ENSG00000175857,ENSMUSG00000046006,GAPT
ENSG00000175874,ENSMUSG00000050967,CREG2
ENSG00000175894,ENSMUSG00000069581,TSPEAR
ENSG00000175906,ENSMUSG00000034936,ARL4D
ENSG00000175920,ENSMUSG00000044716,DOK7
ENSG00000175928,ENSMUSG00000034648,LRRN1
ENSG00000175938,ENSMUSG00000043964,ORAI3
ENSG00000175984,ENSMUSG00000007379,DENND2C
ENSG00000176014,ENSMUSG00000001473,TUBB6
ENSG00000176024,ENSMUSG00000036898,ZNF613
ENSG00000176046,ENSMUSG00000030717,NUPR1
ENSG00000176055,ENSMUSG00000051098,MBLAC2
ENSG00000176058,ENSMUSG00000048707,TPRN
ENSG00000176155,ENSMUSG00000048445,CCDC57
ENSG00000176170,ENSMUSG00000061878,SPHK1
ENSG00000176407,ENSMUSG00000055239,KCMF1
ENSG00000176410,ENSMUSG00000061118,DNAJC30
ENSG00000176454,ENSMUSG00000027134,LPCAT4
ENSG00000176472,ENSMUSG00000066721,ZNF575
ENSG00000176533,ENSMUSG00000048240,GNG7
ENSG00000176597,ENSMUSG00000022686,B3GNT5
ENSG00000176624,ENSMUSG00000037253,MEX3C
ENSG00000176714,ENSMUSG00000029138,CCDC121
ENSG00000176720,ENSMUSG00000026278,BOK
ENSG00000176788,ENSMUSG00000045763,BASP1
ENSG00000176871,ENSMUSG00000029364,WSB2
ENSG00000176884,ENSMUSG00000026959,GRIN1
ENSG00000176909,ENSMUSG00000042918,MAMSTR
ENSG00000176919,ENSMUSG00000015083,C8G
ENSG00000176928,ENSMUSG00000091387,GCNT4
ENSG00000176945,ENSMUSG00000035638,MUC20
ENSG00000176974,ENSMUSG00000020534,SHMT1
ENSG00000176978,ENSMUSG00000026958,DPP7
ENSG00000177054,ENSMUSG00000030471,ZDHHC13
ENSG00000177103,ENSMUSG00000032087,DSCAML1
ENSG00000177119,ENSMUSG00000064210,ANO6
ENSG00000177125,ENSMUSG00000068966,ZBTB34
ENSG00000177191,ENSMUSG00000059479,B3GNT8
ENSG00000177272,ENSMUSG00000047959,KCNA3
ENSG00000177294,ENSMUSG00000070388,FBXO39
ENSG00000177301,ENSMUSG00000040724,KCNA2
ENSG00000177374,ENSMUSG00000043099,HIC1
ENSG00000177409,ENSMUSG00000047735,SAMD9L
ENSG00000177455,ENSMUSG00000030724,CD19
ENSG00000177465,ENSMUSG00000052392,ACOT4
ENSG00000177483,ENSMUSG00000070732,RBM44
ENSG00000177548,ENSMUSG00000030727,RABEP2
ENSG00000177576,ENSMUSG00000036299,C18orf32
ENSG00000177600,ENSMUSG00000025508,RPLP2
ENSG00000177606,ENSMUSG00000052684,JUN
ENSG00000177628,ENSMUSG00000028048,GBA1
ENSG00000177663,ENSMUSG00000002897,IL17RA
ENSG00000177674,ENSMUSG00000029007,AGTRAP
ENSG00000177697,ENSMUSG00000025510,CD151
ENSG00000177706,ENSMUSG00000025854,FAM20C
ENSG00000177732,ENSMUSG00000051817,SOX12
ENSG00000177879,ENSMUSG00000024480,AP3S1
ENSG00000177885,ENSMUSG00000059923,GRB2
ENSG00000177989,ENSMUSG00000047394,ODF3B
ENSG00000178015,ENSMUSG00000045509,GPR150
ENSG00000178028,ENSMUSG00000009640,DMAP1
ENSG00000178093,ENSMUSG00000047654,TSSK6
